entry,exit,exit_type,date,ticker,stop_loss,shares,invested,expected_profit
38.37933349609375,,skip_low_reward,2020-01-29,TSLA,,,,
159.92166687049843,,skip_low_reward,2020-01-29,MSFT,,,,
42.16133117675781,,skip_low_reward,2020-01-30,TSLA,,,,
6.0140622539026785,,skip_low_reward,2020-01-30,NVDA,,,,
77.50252948730524,,skip_low_reward,2020-01-30,AAPL,,,,
71.57256285484218,,skip_low_reward,2020-01-30,GOOG,,,,
42.66666793823242,,skip_low_reward,2020-01-31,TSLA,,,,
44.91266632080078,52.0,close,2020-02-03,TSLA,44.01,3.0,134.74,21.26
5.866952161514709,,skip_low_reward,2020-02-03,NVDA,,,,
73.57589206005755,,skip_low_reward,2020-02-03,AAPL,,,,
72.66805324571506,,skip_low_reward,2020-02-03,GOOG,,,,
162.38949285979055,166.1531524658203,close,2020-02-03,MSFT,159.14,1.0,162.39,3.76
58.86399841308594,63.31,trailing_stop,2020-02-04,TSLA,57.69,3.0,176.59,13.34
6.124083534751858,,skip_low_reward,2020-02-04,NVDA,,,,
76.23797325215806,,skip_low_reward,2020-02-04,AAPL,,,,
168.782923631767,,skip_low_reward,2020-02-04,MSFT,,,,
46.66133117675781,51.99,trailing_stop,2020-02-06,TSLA,45.73,4.0,186.65,21.31
6.27617149723825,,skip_low_reward,2020-02-06,NVDA,,,,
77.99335327455661,,skip_low_reward,2020-02-06,AAPL,,,,
72.08799738693713,,skip_low_reward,2020-02-06,GOOG,,,,
172.43224047240506,,skip_low_reward,2020-02-06,MSFT,,,,
48.70333480834961,49.871334075927734,close,2020-02-07,TSLA,47.73,17.0,827.96,19.86
174.22353365441194,,skip_low_reward,2020-02-07,MSFT,,,,
72.93148040083332,,skip_low_reward,2020-02-07,GOOG,,,,
6.285131430220577,6.545746803283691,close,2020-02-10,NVDA,6.16,288.0,1810.12,75.06
76.14502805818842,77.93122863769531,close,2020-02-10,AAPL,74.62,7.0,533.02,12.5
174.91907168143382,179.79751586914062,close,2020-02-10,MSFT,171.42,1.0,174.92,4.88
73.28042276385713,74.98826599121094,close,2020-02-10,GOOG,71.81,7.0,512.96,11.95
6.654026298752604,,skip_low_reward,2020-02-11,NVDA,,,,
51.25266647338867,,skip_low_reward,2020-02-11,TSLA,,,,
6.720983550200501,,skip_low_reward,2020-02-12,NVDA,,,,
77.91187311697357,,skip_low_reward,2020-02-12,AAPL,,,,
75.27654090412152,,skip_low_reward,2020-02-12,GOOG,,,,
6.725963382044714,,skip_low_reward,2020-02-13,NVDA,,,,
49.45600128173828,53.599998474121094,close,2020-02-13,TSLA,48.47,4.0,197.82,16.58
78.5710817713545,,skip_low_reward,2020-02-13,AAPL,,,,
174.44265571237366,,skip_low_reward,2020-02-13,MSFT,,,,
75.18757088995828,,skip_low_reward,2020-02-13,GOOG,,,,
7.150364912026992,,skip_low_reward,2020-02-14,NVDA,,,,
52.4813346862793,,skip_low_reward,2020-02-14,TSLA,,,,
78.70437073623225,,skip_low_reward,2020-02-14,AAPL,,,,
174.60468866720265,,skip_low_reward,2020-02-14,MSFT,,,,
75.3322147414029,,skip_low_reward,2020-02-14,GOOG,,,,
7.110039466491015,7.382104873657227,close,2020-02-18,NVDA,6.97,163.0,1158.94,44.35
56.106666564941406,,skip_low_reward,2020-02-18,TSLA,,,,
76.43101890919421,,skip_low_reward,2020-02-18,AAPL,,,,
176.85332905138674,,skip_low_reward,2020-02-18,MSFT,,,,
75.30238987965932,,skip_low_reward,2020-02-18,GOOG,,,,
7.504572706264025,7.833390712738037,close,2020-02-19,NVDA,7.35,124.0,930.57,40.77
77.55560626835327,,skip_low_reward,2020-02-19,AAPL,,,,
75.80291546994543,,skip_low_reward,2020-02-19,GOOG,,,,
6.725464522133134,,skip_low_reward,2020-02-24,NVDA,,,,
72.04431235563099,,skip_low_reward,2020-02-24,AAPL,,,,
160.29161663484905,,skip_low_reward,2020-02-24,MSFT,,,,
6.52309684248706,6.662240982055664,close,2020-02-26,NVDA,6.39,114.0,743.63,15.86
69.44376009892217,70.92700958251953,close,2020-02-26,AAPL,68.05,8.0,555.55,11.87
162.14515324804916,,skip_low_reward,2020-02-26,MSFT,,,,
6.0388302026384215,6.726498603820801,close,2020-02-28,NVDA,5.92,80.0,483.11,55.01
62.34984454807426,66.2518539428711,close,2020-02-28,AAPL,61.1,4.0,249.4,15.61
41.97999954223633,45.11,trailing_stop,2020-02-28,TSLA,41.14,7.0,293.86,21.91
145.6162629094059,154.788330078125,close,2020-02-28,MSFT,142.7,0.0,0.0,0.0
63.49756154504397,66.57079315185547,close,2020-02-28,GOOG,62.23,4.0,253.99,12.29
68.41372910419624,72.41996002197266,close,2020-03-02,AAPL,67.05,3.0,205.24,12.02
47.41733169555664,,skip_low_reward,2020-03-02,TSLA,,,,
157.94128602180794,165.08786010742188,close,2020-03-02,MSFT,154.78,0.0,0.0,0.0
67.18116155132975,69.04508209228516,close,2020-03-02,GOOG,65.84,2.0,134.36,3.73
6.729737218878817,7.086149215698242,close,2020-03-04,NVDA,6.6,24.0,161.51,8.55
71.8455487891952,73.37242126464844,close,2020-03-04,AAPL,70.41,1.0,71.85,1.53
160.97950515816524,,skip_low_reward,2020-03-04,MSFT,,,,
67.55991226842333,68.91634368896484,close,2020-03-04,GOOG,66.21,1.0,67.56,1.36
48.2513313293457,,skip_low_reward,2020-03-05,TSLA,,,,
158.6482648849077,,skip_low_reward,2020-03-05,MSFT,,,,
68.34586073075151,70.0496597290039,close,2020-03-06,AAPL,66.98,1.0,68.35,1.7
46.0,,skip_low_reward,2020-03-06,TSLA,,,,
63.47569489098918,,skip_low_reward,2020-03-06,GOOG,,,,
5.975068727878684,6.33,trailing_stop,2020-03-09,NVDA,5.86,14.0,83.65,4.97
63.92276760464713,,skip_low_reward,2020-03-09,AAPL,,,,
40.35933303833008,43.32,trailing_stop,2020-03-09,TSLA,39.55,1.0,40.36,2.96
59.90889223163131,,skip_low_reward,2020-03-09,GOOG,,,,
6.389514062063672,,skip_low_reward,2020-03-10,NVDA,,,,
67.16796993178485,,skip_low_reward,2020-03-10,AAPL,,,,
151.10993620260174,,skip_low_reward,2020-03-10,MSFT,,,,
62.62773215968607,,skip_low_reward,2020-03-10,GOOG,,,,
5.740947968924527,,skip_low_reward,2020-03-13,NVDA,,,,
64.19907403871548,,skip_low_reward,2020-03-13,AAPL,,,,
140.92517155449715,151.75013732910156,close,2020-03-13,MSFT,138.11,0.0,0.0,0.0
58.60166384672442,,skip_low_reward,2020-03-13,GOOG,,,,
58.63929237514396,61.54,trailing_stop,2020-03-16,AAPL,57.47,1.0,58.64,2.9
5.00396574510083,5.411436080932617,close,2020-03-17,NVDA,4.9,10.0,50.04,4.07
59.98681722549025,,skip_low_reward,2020-03-17,AAPL,,,,
133.75947310801226,,skip_low_reward,2020-03-17,MSFT,,,,
54.33253547999553,,skip_low_reward,2020-03-17,GOOG,,,,
4.983791976099977,,skip_low_reward,2020-03-18,NVDA,,,,
58.11094663703243,59.78323745727539,close,2020-03-18,AAPL,56.95,0.0,0.0,0.0
52.51334963822222,54.51594543457031,close,2020-03-18,GOOG,51.46,0.0,0.0,0.0
131.8486034620933,,skip_low_reward,2020-03-18,MSFT,,,,
5.030116956698216,5.304337978363037,close,2020-03-19,NVDA,4.93,8.0,40.24,2.19
24.979999542236328,29.53,trailing_stop,2020-03-19,TSLA,24.48,1.0,24.98,4.55
54.32955743025755,,skip_low_reward,2020-03-19,GOOG,,,,
5.123516383167788,,skip_low_reward,2020-03-23,NVDA,,,,
28.906667709350586,,skip_low_reward,2020-03-23,TSLA,,,,
5.703588903648778,6.206202030181885,close,2020-03-24,NVDA,5.59,5.0,28.52,2.51
31.81999969482422,33.66666793823242,close,2020-03-24,TSLA,31.18,0.0,0.0,0.0
57.28449233521307,59.83413314819336,close,2020-03-24,AAPL,56.14,0.0,0.0,0.0
137.3423402862283,141.7277374267578,close,2020-03-24,MSFT,134.6,0.0,0.0,0.0
54.86238849538553,56.387821197509766,close,2020-03-24,GOOG,53.77,0.0,0.0,0.0
6.324756656862275,,skip_low_reward,2020-03-26,NVDA,,,,
59.74688846689872,62.635833740234375,close,2020-03-26,AAPL,58.55,0.0,0.0,0.0
55.26152269903382,57.744266510009766,close,2020-03-26,GOOG,54.16,0.0,0.0,0.0
141.78505001692892,149.15138244628906,close,2020-03-26,MSFT,138.95,0.0,0.0,0.0
6.226625583919375,,skip_low_reward,2020-03-27,NVDA,,,,
33.66666793823242,,skip_low_reward,2020-03-27,TSLA,,,,
6.360124065470647,6.614917755126953,close,2020-03-30,NVDA,6.23,3.0,19.08,0.76
60.76964956297266,,skip_low_reward,2020-03-30,AAPL,,,,
145.6449259076902,153.08767700195312,close,2020-03-30,MSFT,142.73,0.0,0.0,0.0
55.919604786381996,,skip_low_reward,2020-03-30,GOOG,,,,
33.41666793823242,35.47,trailing_stop,2020-03-31,TSLA,32.75,0.0,0.0,0.0
57.02603244942712,,skip_low_reward,2020-03-31,GOOG,,,,
6.083164194091227,6.3628644943237305,close,2020-04-02,NVDA,5.96,3.0,18.25,0.84
58.24909696369412,,skip_low_reward,2020-04-02,AAPL,,,,
145.0908400298386,148.3392791748047,close,2020-04-02,MSFT,142.19,0.0,0.0,0.0
54.588515634492126,55.710845947265625,close,2020-04-02,GOOG,53.5,0.0,0.0,0.0
6.357135042220455,6.6849045753479,close,2020-04-06,NVDA,6.23,2.0,12.71,0.66
60.80842048337832,63.61254119873047,close,2020-04-06,AAPL,59.59,0.0,0.0,0.0
34.08000183105469,,skip_low_reward,2020-04-06,TSLA,,,,
153.17368146121848,157.9030303955078,close,2020-04-06,MSFT,150.11,0.0,0.0,0.0
56.563781183355175,58.99532699584961,close,2020-04-06,GOOG,55.43,0.0,0.0,0.0
36.33333206176758,,skip_low_reward,2020-04-07,TSLA,,,,
6.560621793753807,,skip_low_reward,2020-04-08,NVDA,,,,
63.677979447206575,,skip_low_reward,2020-04-08,AAPL,,,,
59.96853928476818,,skip_low_reward,2020-04-08,GOOG,,,,
37.4726676940918,,skip_low_reward,2020-04-09,TSLA,,,,
6.489388278486818,6.7210187911987305,close,2020-04-13,NVDA,6.36,2.0,12.98,0.46
39.34400177001953,43.39666748046875,close,2020-04-13,TSLA,38.56,0.0,0.0,0.0
65.02794692079961,,skip_low_reward,2020-04-13,AAPL,,,,
157.02405788686883,,skip_low_reward,2020-04-13,MSFT,,,,
60.1017419534528,,skip_low_reward,2020-04-13,GOOG,,,,
6.849288410185477,7.072201728820801,close,2020-04-14,NVDA,6.71,1.0,6.85,0.22
46.597999572753906,48.47,trailing_stop,2020-04-14,TSLA,45.67,0.0,0.0,0.0
67.86112752488982,69.56977081298828,close,2020-04-14,AAPL,66.5,0.0,0.0,0.0
161.46673746440385,165.9572296142578,close,2020-04-14,MSFT,158.24,0.0,0.0,0.0
61.88663360180534,,skip_low_reward,2020-04-14,GOOG,,,,
6.904082169746486,,skip_low_reward,2020-04-15,NVDA,,,,
68.44279864460466,,skip_low_reward,2020-04-15,AAPL,,,,
163.5687026830469,,skip_low_reward,2020-04-15,MSFT,,,,
61.912478764567375,,skip_low_reward,2020-04-15,GOOG,,,,
7.150158469067251,7.3399457931518555,close,2020-04-16,NVDA,7.01,1.0,7.15,0.19
47.79600143432617,49.680667877197266,close,2020-04-16,TSLA,46.84,0.0,0.0,0.0
166.53052221015562,,skip_low_reward,2020-04-16,MSFT,,,,
48.8466682434082,,skip_low_reward,2020-04-20,TSLA,,,,
6.9048295139792355,7.12699556350708,close,2020-04-22,NVDA,6.77,1.0,6.9,0.22
46.93199920654297,,skip_low_reward,2020-04-22,TSLA,,,,
66.31244725801642,,skip_low_reward,2020-04-22,AAPL,,,,
61.90900253130434,,skip_low_reward,2020-04-22,GOOG,,,,
163.75023435752894,,skip_low_reward,2020-04-22,MSFT,,,,
63.201819089318995,,skip_low_reward,2020-04-23,GOOG,,,,
7.063483496652765,7.212673187255859,close,2020-04-24,NVDA,6.92,0.0,0.0,0.0
47.387332916259766,48.34333419799805,close,2020-04-24,TSLA,46.44,0.0,0.0,0.0
67.18252643877639,68.58094787597656,close,2020-04-24,AAPL,65.84,0.0,0.0,0.0
164.39035095012312,,skip_low_reward,2020-04-24,MSFT,,,,
62.68588243768549,,skip_low_reward,2020-04-24,GOOG,,,,
7.347168358521073,,skip_low_reward,2020-04-27,NVDA,,,,
49.17399978637695,53.25,close,2020-04-27,TSLA,48.19,0.0,0.0,0.0
68.29740676557775,,skip_low_reward,2020-04-27,AAPL,,,,
7.391502085625308,,skip_low_reward,2020-04-29,NVDA,,,,
52.678001403808594,,skip_low_reward,2020-04-29,TSLA,,,,
69.00750504510519,,skip_low_reward,2020-04-29,AAPL,,,,
66.6766569068319,,skip_low_reward,2020-04-29,GOOG,,,,
165.49868120143262,169.52101135253906,close,2020-04-29,MSFT,162.19,0.0,0.0,0.0
70.27505285549175,,skip_low_reward,2020-04-30,AAPL,,,,
65.85256866013069,,skip_low_reward,2020-04-30,GOOG,,,,
69.37590385770176,,skip_low_reward,2020-05-01,AAPL,,,,
46.733333587646484,50.74599838256836,close,2020-05-04,TSLA,45.8,0.0,0.0,0.0
6.995738119325999,7.255014896392822,close,2020-05-04,NVDA,6.86,1.0,7.0,0.26
70.08358701405723,,skip_low_reward,2020-05-04,AAPL,,,,
166.71207501895736,170.8681640625,close,2020-05-04,MSFT,163.38,0.0,0.0,0.0
65.02497211138252,,skip_low_reward,2020-05-04,GOOG,,,,
71.51109377618626,,skip_low_reward,2020-05-05,AAPL,,,,
66.50071548121355,,skip_low_reward,2020-05-05,GOOG,,,,
172.56880155234975,,skip_low_reward,2020-05-05,MSFT,,,,
7.395488558353612,,skip_low_reward,2020-05-06,NVDA,,,,
51.766666412353516,,skip_low_reward,2020-05-06,TSLA,,,,
72.81984880576161,,skip_low_reward,2020-05-06,AAPL,,,,
173.96374153549596,,skip_low_reward,2020-05-06,MSFT,,,,
7.556133825713607,,skip_low_reward,2020-05-07,NVDA,,,,
51.81399917602539,,skip_low_reward,2020-05-07,TSLA,,,,
73.48876670304365,,skip_low_reward,2020-05-07,AAPL,,,,
67.89342776077468,,skip_low_reward,2020-05-07,GOOG,,,,
7.664975824712747,,skip_low_reward,2020-05-08,NVDA,,,,
52.917999267578125,54.62799835205078,close,2020-05-08,TSLA,51.86,0.0,0.0,0.0
74.27580576384341,,skip_low_reward,2020-05-08,AAPL,,,,
68.74785553892885,,skip_low_reward,2020-05-08,GOOG,,,,
7.778300080257356,8.035335540771484,close,2020-05-11,NVDA,7.62,0.0,0.0,0.0
52.70066833496094,54.08599853515625,close,2020-05-11,TSLA,51.65,0.0,0.0,0.0
74.8736289600459,76.5528793334961,close,2020-05-11,AAPL,73.38,0.0,0.0,0.0
174.9860448011882,,skip_low_reward,2020-05-11,MSFT,,,,
68.50679280519891,,skip_low_reward,2020-05-11,GOOG,,,,
7.812423868080642,,skip_low_reward,2020-05-14,NVDA,,,,
52.0,,skip_low_reward,2020-05-14,TSLA,,,,
74.00120264720762,,skip_low_reward,2020-05-14,AAPL,,,,
169.6260935240931,,skip_low_reward,2020-05-14,MSFT,,,,
66.3565635770035,,skip_low_reward,2020-05-14,GOOG,,,,
7.860244072841024,8.458996772766113,close,2020-05-15,NVDA,7.7,0.0,0.0,0.0
72.99022818793124,74.7788314819336,close,2020-05-15,AAPL,71.53,0.0,0.0,0.0
52.689998626708984,,skip_low_reward,2020-05-15,TSLA,,,,
171.07835805575098,174.99560546875,close,2020-05-15,MSFT,167.66,0.0,0.0,0.0
67.10115066241539,,skip_low_reward,2020-05-15,GOOG,,,,
76.10573008655975,,skip_low_reward,2020-05-18,AAPL,,,,
67.68517535607755,,skip_low_reward,2020-05-18,GOOG,,,,
8.757376482345647,,skip_low_reward,2020-05-19,NVDA,,,,
76.95870121876094,,skip_low_reward,2020-05-20,AAPL,,,,
69.06844144913102,,skip_low_reward,2020-05-20,GOOG,,,,
177.06382560825884,,skip_low_reward,2020-05-20,MSFT,,,,
54.400001525878906,,skip_low_reward,2020-05-21,TSLA,,,,
8.792243249035216,8.992491722106934,close,2020-05-22,NVDA,8.62,0.0,0.0,0.0
76.73756838596826,,skip_low_reward,2020-05-22,AAPL,,,,
69.42283580789719,,skip_low_reward,2020-05-22,GOOG,,,,
175.51170329124758,,skip_low_reward,2020-05-22,MSFT,,,,
76.82749168318873,,skip_low_reward,2020-05-27,AAPL,,,,
172.6470716118272,,skip_low_reward,2020-05-27,MSFT,,,,
70.44377780246049,,skip_low_reward,2020-05-27,GOOG,,,,
8.38078798910941,,skip_low_reward,2020-05-28,NVDA,,,,
76.9805722755511,,skip_low_reward,2020-05-28,AAPL,,,,
69.43029389493884,,skip_low_reward,2020-05-28,GOOG,,,,
173.1644274317397,,skip_low_reward,2020-05-28,MSFT,,,,
8.522506550037628,8.842306137084961,close,2020-05-29,NVDA,8.35,0.0,0.0,0.0
53.91666793823242,55.66666793823242,close,2020-05-29,TSLA,52.84,0.0,0.0,0.0
175.07097475231458,,skip_low_reward,2020-05-29,MSFT,,,,
70.42836704529746,,skip_low_reward,2020-05-29,GOOG,,,,
57.20000076293945,59.87333297729492,close,2020-06-01,TSLA,56.06,0.0,0.0,0.0
77.21873094429264,,skip_low_reward,2020-06-01,AAPL,,,,
70.50043552284532,,skip_low_reward,2020-06-01,GOOG,,,,
174.88891034041663,,skip_low_reward,2020-06-01,MSFT,,,,
8.763354985112674,,skip_low_reward,2020-06-02,NVDA,,,,
77.94778801471988,,skip_low_reward,2020-06-02,AAPL,,,,
176.52731255934225,,skip_low_reward,2020-06-02,MSFT,,,,
71.10484122235546,,skip_low_reward,2020-06-02,GOOG,,,,
78.89797976869754,,skip_low_reward,2020-06-03,AAPL,,,,
177.07338423686727,,skip_low_reward,2020-06-03,MSFT,,,,
8.699324261655503,,skip_low_reward,2020-06-04,NVDA,,,,
8.7656100260867,,skip_low_reward,2020-06-05,NVDA,,,,
78.5796222542504,80.56021118164062,close,2020-06-05,AAPL,77.01,0.0,0.0,0.0
58.522666931152344,,skip_low_reward,2020-06-05,TSLA,,,,
174.96561837970333,179.35365295410156,close,2020-06-05,MSFT,171.47,0.0,0.0,0.0
70.24097939900902,,skip_low_reward,2020-06-05,GOOG,,,,
61.266666412353516,63.327999114990234,close,2020-06-08,TSLA,60.04,0.0,0.0,0.0
80.25645380649277,,skip_low_reward,2020-06-08,AAPL,,,,
178.14644610396618,,skip_low_reward,2020-06-08,MSFT,,,,
70.69676862336165,,skip_low_reward,2020-06-08,GOOG,,,,
8.771089961797808,9.016281127929688,close,2020-06-09,NVDA,8.6,0.0,0.0,0.0
62.66733169555664,,skip_low_reward,2020-06-09,TSLA,,,,
80.71576353395018,83.59551239013672,close,2020-06-09,AAPL,79.1,0.0,0.0,0.0
180.12010837438186,,skip_low_reward,2020-06-09,MSFT,,,,
71.84096704276895,,skip_low_reward,2020-06-09,GOOG,,,,
9.137631914216863,9.335977554321289,close,2020-06-10,NVDA,8.95,0.0,0.0,0.0
66.12533569335938,68.336669921875,close,2020-06-10,TSLA,64.8,0.0,0.0,0.0
84.54570234634012,,skip_low_reward,2020-06-10,AAPL,,,,
183.1188935965842,188.5895538330078,close,2020-06-10,MSFT,179.46,0.0,0.0,0.0
72.54577910761923,,skip_low_reward,2020-06-10,GOOG,,,,
8.786289223341576,9.143610954284668,close,2020-06-15,NVDA,8.61,0.0,0.0,0.0
61.18600082397461,66.05999755859375,close,2020-06-15,TSLA,59.96,0.0,0.0,0.0
80.98549997370785,83.35248565673828,close,2020-06-15,AAPL,79.37,0.0,0.0,0.0
176.8434521319893,181.0207061767578,close,2020-06-15,MSFT,173.31,0.0,0.0,0.0
69.12908163108322,70.572998046875,close,2020-06-15,GOOG,67.75,0.0,0.0,0.0
85.41084628969108,,skip_low_reward,2020-06-16,AAPL,,,,
184.80514392400622,,skip_low_reward,2020-06-16,MSFT,,,,
9.083809028987462,,skip_low_reward,2020-06-17,NVDA,,,,
65.84733581542969,,skip_low_reward,2020-06-17,TSLA,,,,
71.93043024633975,,skip_low_reward,2020-06-17,GOOG,,,,
66.86666870117188,,skip_low_reward,2020-06-18,TSLA,,,,
85.39871125985869,,skip_low_reward,2020-06-18,AAPL,,,,
185.86860404780714,,skip_low_reward,2020-06-18,MSFT,,,,
9.212135876739245,,skip_low_reward,2020-06-19,NVDA,,,,
9.269446502899408,9.495450973510742,close,2020-06-22,NVDA,9.08,0.0,0.0,0.0
85.38168909015546,87.21160888671875,close,2020-06-22,AAPL,83.67,0.0,0.0,0.0
187.58360563324936,192.16326904296875,close,2020-06-22,MSFT,183.83,0.0,0.0,0.0
71.02780344578962,,skip_low_reward,2020-06-22,GOOG,,,,
88.4582791409651,,skip_low_reward,2020-06-23,AAPL,,,,
66.59200286865234,,skip_low_reward,2020-06-23,TSLA,,,,
72.35192582829461,,skip_low_reward,2020-06-23,GOOG,,,,
9.325014554198594,,skip_low_reward,2020-06-25,NVDA,,,,
63.61800003051758,65.73200225830078,close,2020-06-25,TSLA,62.35,0.0,0.0,0.0
87.65634205576191,,skip_low_reward,2020-06-25,AAPL,,,,
189.50932496716712,,skip_low_reward,2020-06-25,MSFT,,,,
71.07253743641537,,skip_low_reward,2020-06-25,GOOG,,,,
9.139623842105053,,skip_low_reward,2020-06-29,NVDA,,,,
64.60066986083984,,skip_low_reward,2020-06-29,TSLA,,,,
85.84587048738963,87.91880798339844,close,2020-06-29,AAPL,84.13,0.0,0.0,0.0
67.50772619261076,69.33635711669922,close,2020-06-29,GOOG,66.16,0.0,0.0,0.0
187.57401661320998,,skip_low_reward,2020-06-29,MSFT,,,,
9.283398669685758,,skip_low_reward,2020-06-30,NVDA,,,,
67.0999984741211,71.98733520507812,close,2020-06-30,TSLA,65.76,0.0,0.0,0.0
87.50565292250278,,skip_low_reward,2020-06-30,AAPL,,,,
189.58598372582725,194.97999572753906,close,2020-06-30,MSFT,185.79,0.0,0.0,0.0
69.11119284458289,,skip_low_reward,2020-06-30,GOOG,,,,
9.489472258928007,,skip_low_reward,2020-07-01,NVDA,,,,
72.19999694824219,74.64199829101562,close,2020-07-01,TSLA,70.76,0.0,0.0,0.0
70.13808645986579,,skip_low_reward,2020-07-01,GOOG,,,,
194.6255060074081,,skip_low_reward,2020-07-01,MSFT,,,,
71.91950044513077,,skip_low_reward,2020-07-02,GOOG,,,,
197.05905464785508,,skip_low_reward,2020-07-02,MSFT,,,,
85.11266326904297,91.43866729736328,close,2020-07-06,TSLA,83.41,0.0,0.0,0.0
9.70974434360956,,skip_low_reward,2020-07-06,NVDA,,,,
89.91639461248228,,skip_low_reward,2020-07-06,AAPL,,,,
73.56570948579932,,skip_low_reward,2020-07-06,GOOG,,,,
200.07703677818944,,skip_low_reward,2020-07-06,MSFT,,,,
9.960918049913765,10.182437896728516,close,2020-07-08,NVDA,9.76,0.0,0.0,0.0
91.549467922268,,skip_low_reward,2020-07-08,AAPL,,,,
201.26505176370065,,skip_low_reward,2020-07-08,MSFT,,,,
74.27450605898217,,skip_low_reward,2020-07-08,GOOG,,,,
10.346148979703914,,skip_low_reward,2020-07-09,NVDA,,,,
74.87741708533794,,skip_low_reward,2020-07-09,GOOG,,,,
93.06666564941406,102.97666931152344,close,2020-07-10,TSLA,91.21,0.0,0.0,0.0
92.67218532454267,,skip_low_reward,2020-07-10,AAPL,,,,
74.86250492033803,76.63148498535156,close,2020-07-10,GOOG,73.37,0.0,0.0,0.0
204.6662498986094,,skip_low_reward,2020-07-10,MSFT,,,,
10.041900031956262,,skip_low_reward,2020-07-14,NVDA,,,,
92.19102638698895,94.34659576416016,close,2020-07-14,AAPL,90.35,0.0,0.0,0.0
