entry,exit,exit_type,date,ticker,stop_loss,shares,invested,expected_profit,market_regime
365.1550098059731,370.4845275878906,close,2024-01-08,MSFT,356.03,4.0,1460.62,21.32,normal
49.48997371101603,52.22975158691406,close,2024-01-08,NVDA,48.25,21.0,1039.29,57.54,normal
236.13999938964844,240.4499969482422,close,2024-01-08,TSLA,230.24,7.0,1652.98,30.17,normal
137.18455132558086,139.69960021972656,close,2024-01-08,GOOG,133.75,12.0,1646.21,30.18,normal
146.74000549316406,149.10000610351562,close,2024-01-08,AMZN,143.07,11.0,1614.14,25.96,normal
352.7647395860234,356.703125,close,2024-01-08,META,343.95,4.0,1411.06,15.75,normal
473.8900146484375,485.0299987792969,close,2024-01-08,NFLX,462.04,3.0,1421.67,33.42,normal
567.8699951171875,580.5499877929688,close,2024-01-08,ADBE,553.67,2.0,1135.74,25.36,normal
140.36000061035156,146.17999267578125,close,2024-01-08,AMD,136.85,11.0,1543.96,64.02,normal
101.08389265220094,102.77288055419922,close,2024-01-08,ORCL,98.56,15.0,1516.26,25.33,normal
60.400001525878906,61.7400016784668,close,2024-01-08,PYPL,58.89,17.0,1026.8,22.78,normal
182.58293533514995,183.7940673828125,close,2024-01-09,AAPL,178.02,9.0,1643.25,10.9,normal
367.83460167151895,371.5721740722656,close,2024-01-09,MSFT,358.64,4.0,1471.34,14.95,normal
52.377693807569635,53.116363525390625,close,2024-01-09,NVDA,51.07,20.0,1047.55,14.77,normal
238.11000061035156,232.16,stop_loss,2024-01-09,TSLA,232.16,0.0,0.0,0.0,normal
139.23236318628543,141.71759033203125,close,2024-01-09,GOOG,135.75,12.0,1670.79,29.82,normal
148.3300018310547,151.3699951171875,close,2024-01-09,AMZN,144.62,11.0,1631.63,33.44,normal
354.4554488520013,,skip_low_reward,2024-01-09,META,,,,,
475.5299987792969,482.0899963378906,close,2024-01-09,NFLX,463.64,3.0,1426.59,19.68,normal
257.2458719118818,259.06988525390625,close,2024-01-09,CRM,250.81,6.0,1543.48,10.94,normal
578.3300170898438,586.2000122070312,close,2024-01-09,ADBE,563.87,2.0,1156.66,15.74,normal
145.9499969482422,149.25999450683594,close,2024-01-09,AMD,142.3,11.0,1605.45,36.41,normal
101.97747846904348,101.76144409179688,close,2024-01-09,ORCL,99.43,0.0,0.0,0.0,normal
183.00980597306068,184.83642578125,close,2024-01-10,AAPL,178.43,9.0,1647.09,16.44,normal
372.14565492996707,378.47381591796875,close,2024-01-10,MSFT,362.84,4.0,1488.58,25.31,normal
53.59215385916433,54.32582473754883,close,2024-01-10,NVDA,52.25,20.0,1071.84,14.67,normal
235.10000610351562,233.94000244140625,close,2024-01-10,TSLA,229.22,0.0,0.0,0.0,normal
141.67786673921324,142.95030212402344,close,2024-01-10,GOOG,138.14,12.0,1700.13,15.27,normal
152.05999755859375,153.72999572753906,close,2024-01-10,AMZN,148.26,11.0,1672.66,18.37,normal
358.2048500244285,368.4486389160156,close,2024-01-10,META,349.25,4.0,1432.82,40.98,normal
481.6000061035156,478.3299865722656,close,2024-01-10,NFLX,469.56,0.0,0.0,0.0,normal
260.9830870066006,,skip_low_reward,2024-01-10,CRM,,,,,
585.4299926757812,591.030029296875,close,2024-01-10,ADBE,570.79,2.0,1170.86,11.2,normal
150.07000732421875,148.5399932861328,close,2024-01-10,AMD,146.32,0.0,0.0,0.0,normal
101.62344088401244,102.44163513183594,close,2024-01-10,ORCL,99.08,16.0,1625.98,13.09,normal
185.1838742981323,184.24078369140625,close,2024-01-11,AAPL,180.55,0.0,0.0,0.0,normal
381.6675761983364,380.3129577636719,close,2024-01-11,MSFT,372.13,0.0,0.0,0.0,normal
54.974534451044995,53.6,stop_loss,2024-01-11,NVDA,53.6,0.0,0.0,0.0,normal
230.57000732421875,227.22000122070312,close,2024-01-11,TSLA,224.81,0.0,0.0,0.0,normal
144.03881240269615,142.821044921875,close,2024-01-11,GOOG,140.44,0.0,0.0,0.0,normal
155.0399932861328,,skip_low_reward,2024-01-11,AMZN,,,,,
370.0996150753782,367.6530456542969,close,2024-01-11,META,360.85,0.0,0.0,0.0,normal
492.5400085449219,492.2300109863281,close,2024-01-11,NFLX,480.23,0.0,0.0,0.0,normal
265.6720299395676,269.0226745605469,close,2024-01-11,CRM,259.03,6.0,1594.03,20.1,normal
592.0,597.489990234375,close,2024-01-11,ADBE,577.2,2.0,1184.0,10.98,normal
148.52000427246094,144.81,stop_loss,2024-01-11,AMD,144.81,0.0,0.0,0.0,normal
102.86551773123134,103.279541015625,close,2024-01-11,ORCL,100.29,16.0,1645.85,6.62,normal
184.70737150933715,184.56838989257812,close,2024-01-12,AAPL,180.09,0.0,0.0,0.0,normal
381.1632995596287,384.10986328125,close,2024-01-12,MSFT,371.63,4.0,1524.65,11.79,normal
54.59570119993984,,skip_low_reward,2024-01-12,NVDA,,,,,
220.0800018310547,218.88999938964844,close,2024-01-12,TSLA,214.58,0.0,0.0,0.0,normal
143.48708004473932,143.38768005371094,close,2024-01-12,GOOG,139.9,0.0,0.0,0.0,normal
155.38999938964844,154.6199951171875,close,2024-01-12,AMZN,151.51,0.0,0.0,0.0,normal
368.1403547967912,372.44671630859375,close,2024-01-12,META,358.94,4.0,1472.56,17.23,normal
500.510009765625,492.1600036621094,close,2024-01-12,NFLX,488.0,0.0,0.0,0.0,normal
268.87396979962,,skip_low_reward,2024-01-12,CRM,,,,,
598.3900146484375,596.5399780273438,close,2024-01-12,ADBE,583.43,0.0,0.0,0.0,normal
148.0399932861328,146.55999755859375,close,2024-01-12,AMD,144.34,0.0,0.0,0.0,normal
103.60485781186645,105.0835189819336,close,2024-01-12,ORCL,101.01,15.0,1554.07,22.18,normal
179.95220591318565,181.35194396972656,close,2024-01-17,AAPL,175.45,9.0,1619.57,12.6,normal
383.6253964652766,,skip_low_reward,2024-01-17,MSFT,,,,,
56.32194032226704,54.91,stop_loss,2024-01-17,NVDA,54.91,0.0,0.0,0.0,normal
214.86000061035156,,skip_low_reward,2024-01-17,TSLA,,,,,
142.0655403629579,142.045654296875,close,2024-01-17,GOOG,138.51,0.0,0.0,0.0,normal
151.49000549316406,,skip_low_reward,2024-01-17,AMZN,,,,,
364.3013944004097,366.360107421875,close,2024-01-17,META,355.19,4.0,1457.21,8.23,normal
484.5,480.3299865722656,close,2024-01-17,NFLX,472.39,0.0,0.0,0.0,normal
265.9594915145747,269.0821228027344,close,2024-01-17,CRM,259.31,6.0,1595.76,18.74,normal
591.989990234375,596.0999755859375,close,2024-01-17,ADBE,577.19,2.0,1183.98,8.22,normal
158.4499969482422,154.49,stop_loss,2024-01-17,AMD,154.49,0.0,0.0,0.0,normal
104.94550371961392,104.91593170166016,close,2024-01-17,ORCL,102.32,0.0,0.0,0.0,normal
184.73712427915873,187.2586669921875,close,2024-01-18,AAPL,180.12,9.0,1662.63,22.69,normal
387.3234169753243,389.44927978515625,close,2024-01-18,MSFT,377.64,4.0,1549.29,8.5,normal
57.23453202066577,57.081600189208984,close,2024-01-18,NVDA,55.8,0.0,0.0,0.0,normal
216.8800048828125,211.46,stop_loss,2024-01-18,TSLA,211.46,0.0,0.0,0.0,normal
152.77000427246094,153.5,close,2024-01-18,AMZN,148.95,11.0,1680.47,8.03,normal
369.4630911982599,374.0777893066406,close,2024-01-18,META,360.23,4.0,1477.85,18.46,normal
480.0299987792969,485.30999755859375,close,2024-01-18,NFLX,468.03,3.0,1440.09,15.84,normal
270.62858796431425,272.0758972167969,close,2024-01-18,CRM,263.86,6.0,1623.77,8.68,normal
586.9000244140625,593.7000122070312,close,2024-01-18,ADBE,572.23,2.0,1173.8,13.6,normal
166.1999969482422,162.04,stop_loss,2024-01-18,AMD,162.04,0.0,0.0,0.0,normal
60.4900016784668,62.09000015258789,close,2024-01-18,PYPL,58.98,17.0,1028.33,27.2,normal
46.408456099754304,46.122291564941406,close,2024-01-18,INTC,45.25,0.0,0.0,0.0,normal
187.95360487861367,190.16738891601562,close,2024-01-19,AAPL,183.25,9.0,1691.58,19.92,normal
391.31800122328355,394.1953430175781,close,2024-01-19,MSFT,381.54,4.0,1565.27,11.51,normal
57.96320025475475,59.464534759521484,close,2024-01-19,NVDA,56.51,18.0,1043.34,27.02,normal
209.99000549316406,212.19000244140625,close,2024-01-19,TSLA,204.74,8.0,1679.92,17.6,normal
145.44047212985262,147.09564208984375,close,2024-01-19,GOOG,141.8,11.0,1599.85,18.21,normal
153.8300018310547,155.33999633789062,close,2024-01-19,AMZN,149.98,11.0,1692.13,16.61,normal
376.93214703829483,381.3578796386719,close,2024-01-19,META,367.51,4.0,1507.73,17.7,normal
484.9800109863281,482.95001220703125,close,2024-01-19,NFLX,472.86,0.0,0.0,0.0,normal
274.1081496948524,278.440185546875,close,2024-01-19,CRM,267.26,6.0,1644.65,25.99,normal
593.8099975585938,611.5499877929688,close,2024-01-19,ADBE,578.96,2.0,1187.62,35.48,normal
165.8000030517578,174.22999572753906,close,2024-01-19,AMD,161.66,10.0,1658.0,84.3,normal
107.764820972926,,skip_low_reward,2024-01-19,ORCL,,,,,
190.9020161446229,192.48045349121094,close,2024-01-22,AAPL,186.13,9.0,1718.12,14.21,normal
395.53021503062706,392.05963134765625,close,2024-01-22,MSFT,385.64,0.0,0.0,0.0,normal
60.02228904980068,59.627464294433594,close,2024-01-22,NVDA,58.52,0.0,0.0,0.0,normal
212.25999450683594,206.95,stop_loss,2024-01-22,TSLA,206.95,0.0,0.0,0.0,normal
147.8312643615669,146.83717346191406,close,2024-01-22,GOOG,144.14,0.0,0.0,0.0,normal
156.88999938964844,154.77999877929688,close,2024-01-22,AMZN,152.97,0.0,0.0,0.0,normal
385.8333405404418,379.6969909667969,close,2024-01-22,META,376.19,0.0,0.0,0.0,normal
487.54998779296875,485.7099914550781,close,2024-01-22,NFLX,475.36,0.0,0.0,0.0,normal
281.3248781683626,277.86517333984375,close,2024-01-22,CRM,274.29,0.0,0.0,0.0,normal
615.0,603.5900268554688,close,2024-01-22,ADBE,599.62,0.0,0.0,0.0,normal
174.38999938964844,170.03,stop_loss,2024-01-22,AMD,170.03,0.0,0.0,0.0,normal
108.49429005913501,,skip_low_reward,2024-01-22,ORCL,,,,,
193.60223731108647,,skip_low_reward,2024-01-23,AAPL,,,,,
391.30815176623645,394.42279052734375,close,2024-01-23,MSFT,381.53,4.0,1565.23,12.46,normal
59.54350406262355,59.846370697021484,close,2024-01-23,NVDA,58.05,29.0,1726.76,8.78,normal
211.3000030517578,209.13999938964844,close,2024-01-23,TSLA,206.02,0.0,0.0,0.0,normal
146.84711854607121,147.8014373779297,close,2024-01-23,GOOG,143.18,11.0,1615.32,10.5,normal
154.85000610351562,156.02000427246094,close,2024-01-23,AMZN,150.98,11.0,1703.35,12.87,normal
382.52144469863833,,skip_low_reward,2024-01-23,META,,,,,
492.0,,skip_low_reward,2024-01-23,NFLX,,,,,
278.3905753836726,274.3658447265625,close,2024-01-23,CRM,271.43,0.0,0.0,0.0,normal
602.2100219726562,597.1799926757812,close,2024-01-23,ADBE,587.15,0.0,0.0,0.0,normal
166.5,168.4199981689453,close,2024-01-23,AMD,162.34,10.0,1665.0,19.2,normal
64.5250015258789,,skip_low_reward,2024-01-23,PYPL,,,,,
193.9993237123997,193.0860137939453,close,2024-01-24,AAPL,189.15,0.0,0.0,0.0,normal
397.0331767370542,,skip_low_reward,2024-01-24,MSFT,,,,,
60.27717355032384,61.33470153808594,close,2024-01-24,NVDA,58.77,18.0,1084.99,19.04,normal
211.8800048828125,207.8300018310547,close,2024-01-24,TSLA,206.58,0.0,0.0,0.0,normal
149.40193542400542,,skip_low_reward,2024-01-24,GOOG,,,,,
157.8000030517578,156.8699951171875,close,2024-01-24,AMZN,153.86,0.0,0.0,0.0,normal
387.87210549724125,,skip_low_reward,2024-01-24,META,,,,,
277.54799276287343,274.47491455078125,close,2024-01-24,CRM,270.61,0.0,0.0,0.0,normal
601.7100219726562,606.47998046875,close,2024-01-24,ADBE,586.67,2.0,1203.42,9.54,normal
172.5500030517578,178.2899932861328,close,2024-01-24,AMD,168.24,10.0,1725.5,57.4,normal
111.80649195051677,112.68383026123047,close,2024-01-24,ORCL,109.01,15.0,1677.1,13.16,normal
65.98999786376953,64.34,stop_loss,2024-01-24,PYPL,64.34,0.0,0.0,0.0,normal
193.80077725921535,192.75840759277344,close,2024-01-25,AAPL,188.96,0.0,0.0,0.0,normal
399.78199083712803,,skip_low_reward,2024-01-25,MSFT,,,,,
62.32226768072647,61.589595794677734,close,2024-01-25,NVDA,60.76,0.0,0.0,0.0,normal
189.6999969482422,184.96,stop_loss,2024-01-25,TSLA,184.96,0.0,0.0,0.0,normal
156.9499969482422,157.75,close,2024-01-25,AMZN,153.03,11.0,1726.45,8.8,normal
388.04120305027493,391.0347595214844,close,2024-01-25,META,378.34,4.0,1552.16,11.97,normal
551.9500122070312,562.0,close,2024-01-25,NFLX,538.15,3.0,1655.85,30.15,normal
276.189897139366,,skip_low_reward,2024-01-25,CRM,,,,,
615.4199829101562,622.5800170898438,close,2024-01-25,ADBE,600.03,2.0,1230.84,14.32,normal
183.41000366210938,178.82,stop_loss,2024-01-25,AMD,178.82,0.0,0.0,0.0,normal
113.25558554879086,,skip_low_reward,2024-01-25,ORCL,,,,,
63.459999084472656,61.87,stop_loss,2024-01-25,PYPL,61.87,0.0,0.0,0.0,normal
192.85769025735726,191.02113342285156,close,2024-01-26,AAPL,188.04,0.0,0.0,0.0,normal
399.83136514404845,399.39630126953125,close,2024-01-26,MSFT,389.84,0.0,0.0,0.0,normal
60.93288527775175,,skip_low_reward,2024-01-26,NVDA,,,,,
185.5,183.25,close,2024-01-26,TSLA,180.86,0.0,0.0,0.0,normal
151.96667898905662,152.88124084472656,close,2024-01-26,GOOG,148.17,11.0,1671.63,10.06,normal
158.4199981689453,159.1199951171875,close,2024-01-26,AMZN,154.46,11.0,1742.62,7.7,normal
392.19831711581986,391.9894714355469,close,2024-01-26,META,382.39,0.0,0.0,0.0,normal
561.8099975585938,570.4199829101562,close,2024-01-26,NFLX,547.76,3.0,1685.43,25.83,normal
276.85406069324927,,skip_low_reward,2024-01-26,CRM,,,,,
620.7000122070312,613.9299926757812,close,2024-01-26,ADBE,605.18,0.0,0.0,0.0,normal
175.2899932861328,177.25,close,2024-01-26,AMD,170.91,10.0,1752.9,19.6,normal
113.0091323852539,113.0091323852539,close,2024-01-26,ORCL,110.18,0.0,0.0,0.0,normal
190.6141143586287,190.33615112304688,close,2024-01-29,AAPL,185.85,0.0,0.0,0.0,normal
401.5023835612577,405.1213073730469,close,2024-01-29,MSFT,391.46,4.0,1606.01,14.48,normal
61.2047644032602,62.437217712402344,close,2024-01-29,NVDA,59.67,18.0,1101.69,22.18,normal
185.6300048828125,190.92999267578125,close,2024-01-29,TSLA,180.99,9.0,1670.67,47.7,normal
152.73214264612852,153.925048828125,close,2024-01-29,GOOG,148.91,11.0,1680.05,13.12,normal
159.33999633789062,161.25999450683594,close,2024-01-29,AMZN,155.36,11.0,1752.74,21.12,normal
392.83484185824216,398.8319396972656,close,2024-01-29,META,383.01,4.0,1571.34,23.99,normal
571.3499755859375,575.7899780273438,close,2024-01-29,NFLX,557.07,3.0,1714.05,13.32,normal
278.955649995833,285.3595275878906,close,2024-01-29,CRM,271.98,6.0,1673.73,38.42,normal
615.7100219726562,630.22998046875,close,2024-01-29,ADBE,600.32,2.0,1231.42,29.04,normal
178.77000427246094,177.8300018310547,close,2024-01-29,AMD,174.3,0.0,0.0,0.0,normal
61.20000076293945,63.7599983215332,close,2024-01-29,PYPL,59.67,18.0,1101.6,46.08,normal
189.55190020112778,186.6729736328125,close,2024-01-30,AAPL,184.81,0.0,0.0,0.0,normal
407.6328191397312,404.0039978027344,close,2024-01-30,MSFT,397.44,0.0,0.0,0.0,normal
62.8720257145649,62.74607849121094,close,2024-01-30,NVDA,61.3,0.0,0.0,0.0,normal
195.3300018310547,191.58999633789062,close,2024-01-30,TSLA,190.45,0.0,0.0,0.0,normal
153.09994874398615,152.1456298828125,close,2024-01-30,GOOG,149.27,0.0,0.0,0.0,normal
160.6999969482422,159.0,close,2024-01-30,AMZN,156.68,0.0,0.0,0.0,normal
401.3879357279278,397.877197265625,close,2024-01-30,META,391.35,0.0,0.0,0.0,normal
567.3200073242188,562.8499755859375,close,2024-01-30,NFLX,553.14,0.0,0.0,0.0,normal
285.1315449592976,,skip_low_reward,2024-01-30,CRM,,,,,
630.0,627.9600219726562,close,2024-01-30,ADBE,614.25,0.0,0.0,0.0,normal
176.1300048828125,171.73,stop_loss,2024-01-30,AMD,171.73,0.0,0.0,0.0,normal
111.74735032278417,112.53597259521484,close,2024-01-30,ORCL,108.95,16.0,1787.96,12.62,normal
185.68022448739953,183.05941772460938,close,2024-01-31,AAPL,181.04,0.0,0.0,0.0,normal
402.39230877230926,393.1175842285156,close,2024-01-31,MSFT,392.33,0.0,0.0,0.0,normal
61.412670686118,,skip_low_reward,2024-01-31,NVDA,,,,,
187.0,,skip_low_reward,2024-01-31,TSLA,,,,,
144.53087997278772,140.92,stop_loss,2024-01-31,GOOG,140.92,0.0,0.0,0.0,normal
157.0,155.1999969482422,close,2024-01-31,AMZN,153.07,0.0,0.0,0.0,normal
386.877588408984,,skip_low_reward,2024-01-31,META,,,,,
562.8499755859375,,skip_low_reward,2024-01-31,NFLX,,,,,
620.0,617.780029296875,close,2024-01-31,ADBE,604.5,0.0,0.0,0.0,normal
165.74000549316406,167.69000244140625,close,2024-01-31,AMD,161.6,10.0,1657.4,19.5,normal
112.1909380545395,110.11095428466797,close,2024-01-31,ORCL,109.39,0.0,0.0,0.0,normal
63.0,61.42,stop_loss,2024-01-31,PYPL,61.42,0.0,0.0,0.0,normal
182.6524257138898,185.50155639648438,close,2024-02-01,AAPL,178.09,9.0,1643.87,25.64,normal
397.3198908735355,399.2480163574219,close,2024-02-01,MSFT,387.39,4.0,1589.28,7.71,normal
62.07237659144927,62.998966217041016,close,2024-02-01,NVDA,60.52,16.0,993.16,14.83,normal
188.5,,skip_low_reward,2024-02-01,TSLA,,,,,
142.8409346447498,141.86672973632812,close,2024-02-01,GOOG,139.27,0.0,0.0,0.0,normal
155.8699951171875,159.27999877929688,close,2024-02-01,AMZN,151.97,11.0,1714.57,37.51,normal
391.7905634628166,,skip_low_reward,2024-02-01,META,,,,,
567.02001953125,,skip_low_reward,2024-02-01,NFLX,,,,,
279.56037865639837,281.3348083496094,close,2024-02-01,CRM,272.57,6.0,1677.36,10.65,normal
619.0,627.9099731445312,close,2024-02-01,ADBE,603.52,2.0,1238.0,17.82,normal
169.27000427246094,170.47999572753906,close,2024-02-01,AMD,165.04,10.0,1692.7,12.1,normal
111.30374395951806,113.88646697998047,close,2024-02-01,ORCL,108.52,15.0,1669.56,38.74,normal
178.55244241438749,184.4989013671875,close,2024-02-02,AAPL,174.09,10.0,1785.52,59.46,normal
399.2776579693306,406.6044921875,close,2024-02-02,MSFT,389.3,4.0,1597.11,29.31,normal
63.94554473750389,66.13057708740234,close,2024-02-02,NVDA,62.35,17.0,1087.07,37.15,normal
185.0399932861328,187.91000366210938,close,2024-02-02,TSLA,180.41,9.0,1665.36,25.83,normal
140.0574681265023,142.69180297851562,close,2024-02-02,GOOG,136.56,12.0,1680.69,31.61,normal
169.19000244140625,171.80999755859375,close,2024-02-02,AMZN,164.96,10.0,1691.9,26.2,normal
457.09236230304987,472.39837646484375,close,2024-02-02,META,445.67,3.0,1371.28,45.92,normal
564.52001953125,,skip_low_reward,2024-02-02,NFLX,,,,,
282.72268458016987,,skip_low_reward,2024-02-02,CRM,,,,,
624.7899780273438,634.760009765625,close,2024-02-02,ADBE,609.17,2.0,1249.58,19.94,normal
173.7899932861328,177.66000366210938,close,2024-02-02,AMD,169.45,10.0,1737.9,38.7,normal
114.17235613836071,114.14278411865234,close,2024-02-02,ORCL,111.32,0.0,0.0,0.0,normal
186.78218194218513,186.3155975341797,close,2024-02-05,AAPL,182.11,0.0,0.0,0.0,normal
405.29931376867506,401.0970153808594,close,2024-02-05,MSFT,395.17,0.0,0.0,0.0,normal
68.19465284227928,69.30116271972656,close,2024-02-05,NVDA,66.49,16.0,1091.11,17.7,normal
184.25999450683594,179.65,stop_loss,2024-02-05,TSLA,179.65,0.0,0.0,0.0,normal
143.18885280680655,144.07359313964844,close,2024-02-05,GOOG,139.61,12.0,1718.27,10.62,normal
170.1999969482422,,skip_low_reward,2024-02-05,AMZN,,,,,
467.3162563880782,456.90338134765625,close,2024-02-05,META,455.63,0.0,0.0,0.0,normal
283.7635319742377,285.60736083984375,close,2024-02-05,CRM,276.67,6.0,1702.58,11.06,normal
633.030029296875,630.5,close,2024-02-05,ADBE,617.2,0.0,0.0,0.0,normal
179.08999633789062,174.61,stop_loss,2024-02-05,AMD,174.61,0.0,0.0,0.0,normal
62.0,61.540000915527344,close,2024-02-05,PYPL,60.45,0.0,0.0,0.0,normal
42.05673856522146,,skip_low_reward,2024-02-05,INTC,,,,,
185.50154897397763,187.92381286621094,close,2024-02-06,AAPL,180.86,9.0,1669.51,21.8,normal
401.3244494199643,400.9388122558594,close,2024-02-06,MSFT,391.29,0.0,0.0,0.0,normal
69.59902939073692,67.86,stop_loss,2024-02-06,NVDA,67.86,0.0,0.0,0.0,normal
177.2100067138672,185.10000610351562,close,2024-02-06,TSLA,172.78,10.0,1772.1,78.9,normal
145.09751903726573,144.55076599121094,close,2024-02-06,GOOG,141.47,0.0,0.0,0.0,normal
169.38999938964844,169.14999389648438,close,2024-02-06,AMZN,165.16,0.0,0.0,0.0,normal
461.4683489186266,452.2389831542969,close,2024-02-06,META,449.93,0.0,0.0,0.0,normal
564.1199951171875,555.8800048828125,close,2024-02-06,NFLX,550.02,0.0,0.0,0.0,normal
285.4388555067157,283.34716796875,close,2024-02-06,CRM,278.3,0.0,0.0,0.0,normal
625.5800170898438,609.94,stop_loss,2024-02-06,ADBE,609.94,0.0,0.0,0.0,normal
173.14999389648438,168.82,stop_loss,2024-02-06,AMD,168.82,0.0,0.0,0.0,normal
115.07926142137995,113.65975189208984,close,2024-02-06,ORCL,112.2,0.0,0.0,0.0,normal
189.2540584961332,188.0330047607422,close,2024-02-07,AAPL,184.52,0.0,0.0,0.0,normal
402.8669448083425,409.4027404785156,close,2024-02-07,MSFT,392.8,4.0,1611.47,26.14,normal
68.28861068517622,70.06781768798828,close,2024-02-07,NVDA,66.58,16.0,1092.62,28.47,normal
188.17999267578125,183.48,stop_loss,2024-02-07,TSLA,183.48,0.0,0.0,0.0,normal
145.25657439749793,,skip_low_reward,2024-02-07,GOOG,,,,,
169.47999572753906,170.52999877929688,close,2024-02-07,AMZN,165.24,10.0,1694.8,10.5,normal
455.5011024839927,467.0278625488281,close,2024-02-07,META,444.11,4.0,1822.0,46.11,normal
558.1599731445312,,skip_low_reward,2024-02-07,NFLX,,,,,
284.8539461874843,286.33099365234375,close,2024-02-07,CRM,277.73,6.0,1709.12,8.86,normal
613.25,615.8499755859375,close,2024-02-07,ADBE,597.92,3.0,1839.75,7.8,normal
169.47000122070312,170.94000244140625,close,2024-02-07,AMD,165.23,10.0,1694.7,14.7,normal
114.15263360764887,115.60171508789062,close,2024-02-07,ORCL,111.3,15.0,1712.29,21.74,normal
188.0131563419714,186.95094299316406,close,2024-02-08,AAPL,183.31,0.0,0.0,0.0,normal
409.40277301004994,,skip_low_reward,2024-02-08,MSFT,,,,,
70.04282956401794,69.61002349853516,close,2024-02-08,NVDA,68.29,0.0,0.0,0.0,normal
189.0,,skip_low_reward,2024-02-08,TSLA,,,,,
146.10155964038995,,skip_low_reward,2024-02-08,GOOG,,,,,
169.64999389648438,,skip_low_reward,2024-02-08,AMZN,,,,,
465.7647815320958,,skip_low_reward,2024-02-08,META,,,,,
560.5499877929688,558.530029296875,close,2024-02-08,NFLX,546.54,0.0,0.0,0.0,normal
286.7869661289299,289.4139709472656,close,2024-02-08,CRM,279.62,6.0,1720.72,15.76,normal
615.8499755859375,,skip_low_reward,2024-02-08,ADBE,,,,,
170.3300018310547,169.35000610351562,close,2024-02-08,AMD,166.07,0.0,0.0,0.0,normal
115.42428217096834,115.0201187133789,close,2024-02-08,ORCL,112.54,0.0,0.0,0.0,normal
187.5174970927484,,skip_low_reward,2024-02-09,AAPL,,,,,
70.50162714005796,72.10092163085938,close,2024-02-09,NVDA,68.74,16.0,1128.03,25.59,normal
